Year;Qtr;Risk Class;Type;Car-years of Exposure;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury
2018;2;LSL;Personal;5.520;26;386;890;755;106;741.231;1.375.289;1.461.942;2.016.020;615.752
2018;2;MYA;Personal;5.688;102;676;724;1.406;123;981.116;2.008.750;640.628;3.977.491;579.596
2018;2;SMA;Personal;22.940;144;1.861;1.136;4.313;496;2.392.091;6.314.737;881.999;13.718.207;2.440.491
2018;2;MSL;Personal;17.375;178;1.380;3.927;2.127;383;4.823.907;5.092.775;9.164.909;7.687.365;1.311.521
2018;2;LYL;Personal;4.481;89;360;720;561;160;2.066.167;1.442.640;1.233.840;2.155.665;934.096
2018;2;LSA;Personal;28.915;337;3.183;2.523;5.557;945;10.630.492;9.599.660;3.948.317;13.773.073;9.119.914
2018;2;LMA;Personal;35.461;959;3.117;8.623;4.421;3.274;13.752.120;6.800.445;7.012.598;13.080.973;15.548.844
2018;2;SYL;Personal;3.365;111;337;541;482;149;1.466.207;1.153.112;539.306;1.529.412;606.883
2018;2;MYL;Personal;3.616;111;391;649;583;115;1.725.202;1.401.334;522.113;1.966.638;556.670
2018;2;MYH;Personal;10.240;304;1.039;833;1.437;493;5.513.223;4.120.129;868.420;4.268.189;2.466.535
2018;2;LML;Personal;27.320;183;2.064;8.085;3.285;820;3.831.802;4.777.417;11.076.905;5.890.027;4.043.308
2018;2;MSA;Personal;26.791;346;2.667;4.246;5.602;1.007;8.159.846;9.699.775;5.955.757;15.358.975;4.298.260
2018;2;LYA;Personal;7.031;228;840;1.279;1.230;385;5.036.387;3.024.621;1.142.679;4.142.266;3.423.227
2018;2;MMA;Personal;48.083;1.309;5.123;9.824;8.695;1.902;21.446.326;18.794.974;15.430.439;29.617.405;23.058.188
2018;2;LYH;Personal;5.243;169;625;712;1.059;254;3.103.745;2.246.369;976.478;3.159.194;2.154.157
2018;2;SSA;Personal;10.178;296;1.122;3.494;2.245;1.057;5.591.978;1.897.907;2.561.898;7.108.730;5.722.834
2018;2;MML;Personal;32.328;685;3.300;9.391;4.582;1.131;11.912.310;12.069.351;5.868.937;14.264.205;2.271.819
2018;2;LMH;Personal;21.629;309;2.644;4.676;4.460;857;13.014.447;10.632.346;5.134.789;16.296.478;10.950.298
2018;2;SSL;Personal;17.996;676;1.979;6.510;3.095;648;9.885.782;7.043.037;8.912.841;9.142.737;1.804.356
2018;2;SSH;Personal;18.110;550;2.453;5.255;3.585;576;9.853.507;11.072.579;13.808.406;16.336.223;2.330.749
2018;2;MMH;Personal;27.731;1.155;4.207;4.283;6.871;1.507;15.860.192;14.104.864;5.535.151;19.981.788;4.392.862
2018;2;SYA;Personal;8.165;329;1.159;645;1.154;176;4.714.959;3.904.735;511.932;3.629.422;878.504
2018;2;LSH;Personal;15.274;649;2.559;3.743;4.593;916;10.466.031;6.921.174;3.954.633;14.465.853;4.960.044
2018;2;SYH;Personal;8.016;379;1.601;1.121;2.941;45;5.280.748;4.598.923;1.927.110;7.370.741;371.531
2018;2;MSH;Personal;20.324;905;3.442;1.005;3.486;2.264;11.943.064;8.521.145;819.093;10.106.222;11.070.060
2018;2;SMH;Personal;15.583;558;2.502;5.268;4.351;631;8.246.274;10.367.639;3.606.801;15.405.337;1.796.112
2018;3;SML;Personal;23.668;135;2.566;1.453;4.712;569;2.564.741;5.213.070;2.455.098;8.631.292;1.795.873
2018;3;LSL;Personal;5.542;27;350;1.111;653;77;773.588;1.167.563;2.128.895;2.033.278;602.782
2018;3;MYA;Personal;5.700;108;701;282;1.911;123;1.162.552;2.134.143;278.154;5.169.184;631.122
2018;3;SMA;Personal;22.988;122;1.950;2.870;4.823;2.528;2.254.169;6.773.395;2.482.021;14.668.567;13.542.220
2018;3;MSL;Personal;17.304;174;1.335;3.708;2.171;399;4.308.034;4.872.618;8.764.985;7.682.295;1.416.248
2018;3;LYL;Personal;4.477;97;390;694;594;167;2.000.630;1.420.007;977.020;2.223.134;887.274
2018;3;LSA;Personal;28.962;305;3.303;2.509;5.557;929;9.921.597;9.760.714;3.982.777;14.433.720;8.285.758
2018;3;LMA;Personal;35.531;1.001;3.283;1.760;5.095;768;16.066.149;7.331.655;1.594.709;14.412.540;3.974.469
2018;3;SYL;Personal;3.377;104;333;546;473;143;1.397.079;1.135.212;569.038;1.565.937;601.765
2018;3;MYL;Personal;3.633;106;381;695;562;116;1.757.738;1.367.053;594.266;1.914.149;527.858
2018;3;MYH;Personal;10.260;308;1.094;2.476;2.919;222;6.240.857;4.442.257;2.875.277;8.292.837;1.208.005
2018;3;LML;Personal;27.490;163;2.106;8.675;3.226;731;3.314.445;4.966.417;13.032.976;6.648.590;3.977.068
2018;3;MSA;Personal;26.675;328;2.681;4.129;5.717;989;8.128.227;9.574.567;5.951.501;15.577.332;4.145.588
2018;3;LYA;Personal;7.060;213;756;1.550;1.142;404;4.703.490;2.718.796;2.656.829;3.841.167;3.258.229
2018;3;MMA;Personal;48.153;1.246;4.969;9.521;8.480;1.941;20.805.430;18.324.763;18.795.557;29.597.579;22.526.515
2018;3;LYH;Personal;5.234;167;637;692;1.019;282;2.759.992;2.275.052;898.502;3.101.409;2.122.044
2018;3;SSA;Personal;10.198;306;1.088;2.141;1.557;220;6.462.041;1.885.616;1.749.497;4.714.550;1.299.486
2018;3;MML;Personal;32.577;677;3.162;9.904;4.512;1.037;12.353.049;11.755.735;6.561.828;15.746.570;2.235.583
2018;3;LMH;Personal;21.703;289;2.694;4.317;4.404;885;12.068.468;11.051.695;4.845.748;17.186.506;10.717.638
2018;3;SSL;Personal;18.032;626;1.880;5.296;2.979;657;8.856.797;6.727.482;5.339.452;8.878.700;1.926.349
2018;3;SSH;Personal;18.031;500;2.245;5.170;3.357;569;9.096.345;10.218.576;34.158.115;15.088.828;2.348.978
2018;3;MMH;Personal;27.771;1.123;4.204;4.221;6.734;1.571;15.756.724;14.079.119;6.071.983;20.085.892;4.422.774
2018;3;SYA;Personal;8.182;333;1.163;1.718;2.062;746;5.339.372;4.011.726;1.520.450;6.200.392;4.043.540
2018;3;LSH;Personal;15.305;672;2.544;831;5.240;2.386;12.124.506;7.044.903;978.299;15.781.076;14.066.522
2018;3;SYH;Personal;7.970;401;1.493;1.148;2.843;56;5.182.794;4.277.812;2.281.802;7.222.036;316.071
2018;3;MSH;Personal;20.365;956;3.381;1.009;2.721;439;14.113.967;8.569.373;916.355;7.543.863;2.339.414
2018;3;SMH;Personal;15.817;520;2.441;4.544;4.252;734;7.760.439;9.849.475;3.582.591;16.277.701;2.287.072
2018;4;SML;Personal;23.789;142;2.495;1.372;4.524;601;2.398.982;5.093.557;2.472.849;9.534.300;1.760.612
2018;4;LSL;Personal;5.419;16;365;929;663;95;527.703;1.331.564;1.722.776;2.344.110;535.407
2018;4;MYA;Personal;5.668;105;699;571;1.682;122;964.028;2.689.782;563.576;5.058.409;581.510
2018;4;SMA;Personal;22.858;130;1.912;5.941;2.850;1.936;2.058.445;8.392.900;5.139.760;9.640.795;9.607.103
2018;4;MSL;Personal;17.200;177;1.349;2.926;2.173;416;4.575.628;5.128.239;6.382.923;8.429.442;1.416.615
2018;4;LYL;Personal;4.458;99;389;677;599;168;2.026.533;1.471.382;1.257.977;2.327.845;847.864
2018;4;LSA;Personal;28.988;333;3.247;2.725;5.604;902;11.290.585;9.765.896;5.846.485;15.435.928;8.172.497
2018;4;LMA;Personal;35.341;967;3.320;4.215;6.950;3.440;13.221.202;9.372.203;3.821.045;21.862.040;16.486.664
2018;4;SYL;Personal;3.356;109;330;467;467;146;1.436.124;1.158.804;549.745;1.667.963;581.769
2018;4;MYL;Personal;3.616;109;379;586;587;115;1.818.363;1.407.845;592.601;2.279.334;498.394
2018;4;MYH;Personal;10.205;294;1.070;506;1.275;221;5.084.596;5.492.758;587.188;4.028.435;1.113.063
2018;4;LML;Personal;26.926;166;2.062;6.665;3.329;729;3.455.303;4.829.448;8.986.759;8.047.696;4.059.141
2018;4;MSA;Personal;25.810;343;2.635;4.536;5.434;987;8.488.717;9.665.658;8.813.584;16.306.350;4.061.464
2018;4;LYA;Personal;7.068;235;828;1.454;1.280;388;5.411.576;3.043.992;2.467.840;4.925.301;3.259.045
2018;4;MMA;Personal;47.954;1.281;5.014;8.264;8.603;1.944;21.660.742;18.860.687;13.685.235;32.776.759;22.881.500
2018;4;LYH;Personal;5.233;159;618;707;1.033;269;3.048.171;2.279.955;1.278.467;3.397.364;2.105.370
2018;4;SSA;Personal;10.143;304;1.122;2.814;1.989;219;5.477.737;2.456.670;2.299.543;6.698.064;1.198.839
2018;4;MML;Personal;32.623;685;3.262;7.964;4.679;1.154;14.483.645;12.324.861;6.086.463;17.425.462;2.484.243
2018;4;LMH;Personal;21.618;312;2.614;4.010;4.441;912;13.613.412;10.864.383;5.997.564;18.325.449;11.153.934
2018;4;SSL;Personal;18.014;648;1.912;5.220;2.965;635;9.948.274;7.146.510;6.349.945;10.539.799;1.719.819
2018;4;SSH;Personal;17.962;498;2.348;3.557;3.430;524;9.417.977;10.914.343;6.922.429;17.132.356;2.205.080
2018;4;MMH;Personal;27.735;1.154;4.138;4.314;6.686;1.570;16.169.320;14.340.945;7.594.542;21.571.696;4.509.255
2018;4;SYA;Personal;8.136;324;1.122;826;2.328;383;4.426.670;4.893.094;731.155;7.783.460;1.926.979
2018;4;LSH;Personal;15.221;663;2.562;3.381;4.143;1.891;10.205.182;8.968.510;3.981.871;13.877.459;10.327.967
2018;4;SYH;Personal;7.923;367;1.462;1.000;2.672;63;5.445.986;4.362.385;1.886.449;7.254.402;343.333
2018;4;MSH;Personal;20.255;914;3.375;6.027;2.911;438;11.501.459;10.813.661;5.477.185;8.973.369;2.160.952
2018;4;SMH;Personal;15.881;512;2.487;3.999;4.403;726;7.666.953;10.273.027;4.100.870;17.381.914;2.144.355
2009;1;SML;Commercial;4.579;31;517;223;841;125;369.203;799.321;345.737;1.216.119;323.410
2009;1;LSL;Commercial;689;4;68;89;131;15;63.373;191.998;108.698;351.644;70.645
2009;1;MYA;Commercial;742;17;99;73;254;26;167.130;316.332;75.729;625.161;111.075
2009;1;SMA;Commercial;4.999;32;445;537;906;135;566.587;1.613.459;490.186;2.784.521;606.207
2009;1;MSL;Commercial;2.212;25;184;196;342;64;488.587;531.635;265.810;945.199;143.324
2009;1;LYL;Commercial;796;19;75;107;143;34;330.922;217.167;130.948;473.819;161.310
2009;1;LSA;Commercial;5.526;81;616;454;1.027;183;1.900.442;1.544.989;383.669;2.274.429;1.408.242
2009;1;LMA;Commercial;5.161;165;490;607;880;145;2.498.221;1.143.994;580.772;2.263.746;627.727
2009;1;SYL;Commercial;722;27;69;78;95;35;281.781;187.972;62.797;243.164;113.590
2009;1;MYL;Commercial;488;18;55;99;90;19;248.980;162.479;68.725;240.378;70.855
2009;1;MYH;Commercial;1.234;40;124;162;259;36;766.034;527.754;198.747;668.881;166.081
2009;1;LML;Commercial;5.088;42;472;1.026;921;185;627.297;847.391;936.909;1.527.794;717.064
2009;1;MSA;Commercial;4.143;67;455;524;1.067;196;1.174.495;1.364.453;670.972;2.637.160;627.855
2009;1;LYA;Commercial;1.181;35;126;166;208;57;644.214;352.889;136.837;525.923;378.126
2009;1;MMA;Commercial;5.550;168;625;984;1.214;246;2.084.187;1.848.531;1.079.936;3.319.349;2.004.135
2009;1;LYH;Commercial;780;27;92;105;173;43;428.687;273.863;135.138;435.998;247.367
2009;1;SSA;Commercial;1.264;43;140;297;322;51;860.924;253.910;256.511;1.080.903;250.760
2009;1;MML;Commercial;4.531;115;541;1.122;850;179;1.643.397;1.552.934;635.624;2.381.269;308.540
2009;1;LMH;Commercial;4.633;79;604;1.015;1.264;233;2.413.676;1.969.928;421.119;3.792.369;1.761.256
2009;1;SSL;Commercial;2.306;82;227;618;388;82;912.690;619.932;538.430;964.877;168.891
2009;1;SSH;Commercial;1.915;57;262;336;390;60;731.963;967.206;342.261;1.365.837;190.546
2009;1;MMH;Commercial;3.872;163;529;530;1.024;214;1.755.220;1.508.610;679.799;2.470.735;495.515
2009;1;SYA;Commercial;1.147;51;165;221;284;32;776.514;596.593;206.212;950.604;146.176
2009;1;LSH;Commercial;1.739;82;294;340;625;108;1.401.154;850.852;422.565;1.712.133;532.411
2009;1;SYH;Commercial;919;44;155;104;305;8;414.552;354.468;198.486;733.978;33.730
2009;1;MSH;Commercial;4.532;229;776;853;686;143;3.202.073;2.054.487;818.276;1.728.035;637.947
2009;1;SMH;Commercial;2.032;81;348;760;755;115;916.485;1.136.280;529.225;2.599.008;246.941
2009;2;SML;Commercial;4.568;32;550;306;803;126;450.087;886.367;408.630;1.360.038;367.980
2009;2;LSL;Commercial;683;3;55;144;75;16;84.191;156.961;189.639;203.330;80.474
2009;2;MYA;Commercial;739;17;103;249;310;19;162.772;374.633;248.841;952.580;84.106
2009;2;SMA;Commercial;4.994;32;500;1.681;666;116;527.479;1.975.155;1.475.256;2.201.783;551.544
2009;2;MSL;Commercial;2.201;26;190;706;260;57;499.263;552.861;1.331.398;871.138;150.332
2009;2;LYL;Commercial;786;18;80;143;103;32;351.510;243.877;183.938;306.481;155.289
2009;2;LSA;Commercial;5.545;93;666;480;943;199;2.281.233;1.738.310;424.989;2.448.235;1.567.890
2009;2;LMA;Commercial;5.140;175;519;946;827;309;2.423.737;1.301.302;848.917;2.521.028;1.464.624
2009;2;SYL;Commercial;718;30;69;101;67;32;357.473;198.157;78.290;191.317;99.217
2009;2;MYL;Commercial;487;18;57;113;61;19;252.108;174.953;74.439;193.324;76.029
2009;2;MYH;Commercial;1.223;40;132;63;132;27;746.521;625.143;72.524;399.669;127.581
2009;2;LML;Commercial;5.094;45;463;1.739;478;177;630.782;845.128;1.445.267;895.668;763.612
2009;2;MSA;Commercial;4.118;70;463;698;858;181;1.323.358;1.442.872;800.851;2.525.884;647.049
2009;2;LYA;Commercial;1.162;39;137;206;181;57;761.747;406.697;201.821;571.774;418.902
2009;2;MMA;Commercial;5.527;177;629;1.367;858;235;2.367.730;1.947.621;1.810.451;2.728.725;2.086.805
2009;2;LYH;Commercial;779;28;96;131;99;38;434.424;293.982;136.629;291.966;252.593
2009;2;SSA;Commercial;1.270;43;158;128;293;167;796.814;317.381;103.747;805.353;869.723
2009;2;MML;Commercial;4.499;124;495;1.826;421;183;1.797.933;1.454.131;951.853;1.276.752;303.721
2009;2;LMH;Commercial;4.616;84;615;1.174;826;210;2.631.616;2.150.654;892.285;2.398.149;1.606.974
2009;2;SSL;Commercial;2.318;89;247;800;273;88;1.001.956;724.056;673.339;866.637;197.308
2009;2;SSH;Commercial;1.918;63;292;592;368;62;864.205;1.112.093;1.063.325;1.274.865;217.702
2009;2;MMH;Commercial;3.892;173;563;714;806;194;1.936.274;1.609.272;761.601;2.323.639;498.135
2009;2;SYA;Commercial;1.161;53;178;451;301;65;762.439;700.390;398.042;807.469;313.538
2009;2;LSH;Commercial;1.738;86;332;470;327;120;1.338.243;1.066.079;564.848;1.013.681;607.697
2009;2;SYH;Commercial;916;45;171;133;272;7;488.878;411.713;196.108;677.578;44.553
2009;2;MSH;Commercial;4.531;256;810;1.125;843;101;3.354.427;2.304.197;1.048.674;2.259.988;463.681
2009;2;SMH;Commercial;2.025;91;345;894;552;88;1.074.725;1.150.858;595.265;1.630.840;205.675
2009;3;SML;Commercial;4.786;32;609;253;900;123;601.400;933.686;343.938;1.390.251;432.378
2009;3;LSL;Commercial;703;4;54;218;105;12;112.523;153.682;355.941;262.612;78.330
2009;3;MYA;Commercial;764;17;106;108;187;16;176.962;340.542;102.705;522.638;96.035
2009;3;SMA;Commercial;5.180;33;532;444;979;622;574.548;1.945.181;370.598;2.921.038;3.762.612
2009;3;MSL;Commercial;2.284;24;198;521;302;56;489.160;583.289;1.126.886;881.597;135.017
2009;3;LYL;Commercial;827;20;85;128;137;30;403.404;253.836;142.670;421.172;171.559
2009;3;LSA;Commercial;5.748;91;733;451;1.173;190;2.283.336;1.833.417;697.939;2.794.563;1.702.177
2009;3;LMA;Commercial;5.354;177;522;643;963;103;3.150.866;1.215.818;560.959;2.634.882;614.255
2009;3;SYL;Commercial;742;27;74;96;92;35;342.111;199.152;81.791;254.736;152.220
2009;3;MYL;Commercial;506;19;59;118;71;16;268.747;164.053;77.404;199.610;76.874
2009;3;MYH;Commercial;1.293;42;153;232;299;30;791.111;645.473;263.210;865.313;181.290
2009;3;LML;Commercial;5.305;44;482;2.085;755;174;624.675;894.725;2.887.374;1.266.766;968.255
2009;3;MSA;Commercial;4.279;67;518;585;935;157;1.462.099;1.532.118;716.255;2.594.668;774.524
2009;3;LYA;Commercial;1.212;37;144;196;194;44;721.236;415.772;183.722;604.312;336.766
2009;3;MMA;Commercial;5.757;176;655;1.226;930;213;2.498.383;1.980.584;1.377.438;2.818.053;2.079.740
2009;3;LYH;Commercial;806;27;103;132;130;38;419.925;321.689;153.875;340.876;346.799
2009;3;SSA;Commercial;1.318;45;162;152;199;45;1.029.927;286.105;119.432;597.224;307.816
2009;3;MML;Commercial;4.697;118;476;1.557;706;148;1.694.416;1.385.937;864.792;2.194.860;383.741
2009;3;LMH;Commercial;4.795;76;672;1.093;1.138;222;2.501.029;2.210.406;1.027.036;3.730.134;1.893.389
2009;3;SSL;Commercial;2.405;87;265;722;406;72;1.054.070;740.193;592.947;1.121.468;172.706
2009;3;SSH;Commercial;2.005;63;307;442;462;55;927.364;1.161.857;481.702;1.745.630;215.616
2009;3;MMH;Commercial;4.065;178;613;707;850;198;2.100.075;1.694.751;699.776;2.193.335;673.317
2009;3;SYA;Commercial;1.200;54;188;321;325;23;922.009;680.786;275.342;956.477;148.034
2009;3;LSH;Commercial;1.820;86;366;635;555;147;1.690.354;1.040.439;731.150;1.662.741;1.059.691
2009;3;SYH;Commercial;954;44;194;141;359;8;471.937;476.092;194.474;872.752;59.113
2009;3;MSH;Commercial;4.691;243;853;1.795;1.574;456;3.879.118;2.187.564;1.575.813;4.193.517;2.861.246
2009;3;SMH;Commercial;2.093;87;375;726;640;83;1.054.934;1.213.536;512.045;2.191.134;250.811
2009;4;SML;Commercial;4.812;37;609;338;803;165;446.526;951.703;520.424;1.363.043;454.604
2009;4;LSL;Commercial;703;3;62;176;81;17;63.699;172.618;261.203;262.578;92.673
2009;4;MYA;Commercial;763;16;111;53;243;21;172.719;360.458;51.146;774.741;90.003
2009;4;SMA;Commercial;5.169;32;545;877;654;87;567.591;1.991.035;750.513;1.966.570;403.547
2009;4;MSL;Commercial;2.276;22;217;413;284;75;461.959;660.573;668.784;990.216;196.298
2009;4;LYL;Commercial;834;19;87;182;112;41;396.131;255.531;284.928;411.814;210.894
2009;4;LSA;Commercial;5.766;86;721;628;1.087;253;2.238.655;1.810.326;1.098.137;2.866.183;2.048.613
2009;4;LMA;Commercial;5.364;171;574;1.808;1.043;130;2.598.812;1.294.460;1.600.891;3.231.998;592.124
2009;4;SYL;Commercial;739;29;85;119;87;45;318.523;225.810;113.457;271.622;159.691
2009;4;MYL;Commercial;505;19;66;122;74;19;269.954;184.464;89.723;238.392;84.082
2009;4;MYH;Commercial;1.301;40;153;81;294;42;790.235;643.045;93.070;949.679;195.453
2009;4;LML;Commercial;5.252;41;503;1.829;604;227;642.848;929.994;1.944.184;1.274.370;995.252
2009;4;MSA;Commercial;4.225;66;513;934;797;209;1.361.476;1.584.146;1.494.498;2.137.475;841.185
2009;4;LYA;Commercial;1.213;37;150;205;182;58;732.672;415.883;177.393;585.181;439.437
2009;4;MMA;Commercial;5.768;168;715;1.299;979;294;2.363.045;2.099.396;1.547.222;2.890.461;2.815.339
2009;4;LYH;Commercial;807;28;104;146;127;58;475.827;307.647;203.625;368.796;407.181
2009;4;SSA;Commercial;1.323;42;169;441;370;25;887.864;303.984;364.602;1.268.440;122.311
2009;4;MML;Commercial;4.705;114;565;1.617;575;192;1.760.828;1.622.460;995.161;1.957.497;369.841
2009;4;LMH;Commercial;4.790;75;685;1.080;914;297;2.689.237;2.192.824;1.283.771;3.017.905;2.502.590
2009;4;SSL;Commercial;2.389;83;260;873;315;99;994.079;745.523;865.237;945.423;205.087
2009;4;SSH;Commercial;2.018;62;317;527;413;74;861.781;1.117.647;561.280;1.733.705;266.524
2009;4;MMH;Commercial;4.069;177;624;871;849;275;2.050.852;1.797.979;1.143.249;2.395.359;720.271
2009;4;SYA;Commercial;1.197;50;194;200;322;150;811.753;708.006;176.335;1.117.351;702.280
2009;4;LSH;Commercial;1.832;84;355;521;363;290;1.446.146;1.025.628;596.900;1.130.993;1.498.919
2009;4;SYH;Commercial;956;47;182;160;257;10;528.927;440.451;259.465;647.427;63.197
2009;4;MSH;Commercial;4.695;239;904;1.992;1.018;144;3.126.652;2.357.687;1.787.250;2.866.748;644.494
2009;4;SMH;Commercial;2.091;79;382;745;471;98;1.062.184;1.245.159;527.278;1.558.014;223.385
2010;1;SML;Commercial;4.856;35;557;224;947;133;419.868;916.067;346.251;1.494.622;333.028
2010;1;LSL;Commercial;709;4;71;95;128;15;61.683;203.158;115.283;351.130;86.560
2010;1;MYA;Commercial;770;17;103;72;244;28;180.936;338.389;75.539;653.386;118.280
2010;1;SMA;Commercial;5.223;35;471;544;885;187;639.008;1.684.892;500.851;2.710.139;838.457
2010;1;MSL;Commercial;2.307;27;197;443;332;62;517.856;548.007;611.175;996.024;141.610
2010;1;LYL;Commercial;844;20;82;107;131;35;354.148;233.792;134.971;473.616;164.669
2010;1;LSA;Commercial;5.834;87;662;454;1.227;182;2.062.137;1.630.222;395.567;3.009.476;1.382.628
2010;1;LMA;Commercial;5.424;177;521;578;957;332;2.703.744;1.229.617;544.484;2.541.352;1.485.388
2010;1;SYL;Commercial;748;29;73;77;105;33;312.709;199.032;62.928;287.239;105.474
2010;1;MYL;Commercial;510;19;59;105;90;22;258.807;176.389;74.390;259.612;81.901
2010;1;MYH;Commercial;1.318;42;137;164;267;34;860.063;587.609;198.650;706.460;151.632
2010;1;LML;Commercial;5.392;44;518;1.131;894;176;667.919;893.659;1.026.098;1.828.528;688.578
2010;1;MSA;Commercial;4.278;70;471;526;1.034;197;1.222.667;1.426.475;666.395;3.234.869;744.440
2010;1;LYA;Commercial;1.224;38;134;171;209;66;691.527;381.187;144.060;561.210;436.678
2010;1;MMA;Commercial;5.832;177;658;1.050;1.239;257;2.312.471;1.940.064;1.150.321;4.106.592;2.242.324
2010;1;LYH;Commercial;815;27;98;115;166;40;461.969;284.735;147.098;446.790;224.733
2010;1;SSA;Commercial;1.339;46;151;328;317;68;924.195;274.306;279.572;1.086.252;333.667
2010;1;MML;Commercial;4.757;124;583;1.177;833;195;1.836.184;1.608.710;672.996;2.638.764;331.041
2010;1;LMH;Commercial;4.828;83;631;1.076;1.275;216;2.561.962;2.081.536;449.248;4.558.468;1.794.230
2010;1;SSL;Commercial;2.445;86;244;635;380;89;980.997;659.210;549.332;1.053.559;174.643
2010;1;SSH;Commercial;2.044;60;291;351;408;62;809.848;1.065.754;358.579;1.726.291;212.157
2010;1;MMH;Commercial;4.105;174;561;554;1.010;211;1.856.345;1.574.673;724.823;2.700.587;500.834
2010;1;SYA;Commercial;1.216;54;180;244;285;36;847.789;642.464;225.935;962.517;164.731
2010;1;LSH;Commercial;1.841;89;322;357;616;121;1.517.865;937.852;449.336;1.829.441;578.543
2010;1;SYH;Commercial;971;46;179;105;310;7;454.244;405.169;204.015;694.590;42.522
2010;1;MSH;Commercial;4.745;246;828;903;743;167;3.402.234;2.133.130;882.857;1.927.218;726.592
2010;1;SMH;Commercial;2.111;88;361;823;733;121;1.007.874;1.188.850;565.077;2.662.859;256.639
2010;2;SML;Commercial;4.781;34;554;310;821;124;446.909;884.156;389.906;1.477.956;414.314
2010;2;LSL;Commercial;692;4;64;133;89;16;85.327;174.342;168.997;258.548;83.454
2010;2;MYA;Commercial;751;17;104;243;175;18;160.370;362.600;226.203;578.417;89.472
2010;2;SMA;Commercial;5.107;33;496;1.645;763;118;536.502;1.970.245;1.348.376;2.387.481;574.525
2010;2;MSL;Commercial;2.248;27;188;705;251;59;521.889;556.284;1.632.310;868.142;156.518
2010;2;LYL;Commercial;820;19;81;145;113;33;374.969;239.330;172.764;327.233;173.692
2010;2;LSA;Commercial;5.671;95;662;476;1.042;204;2.389.665;1.694.252;390.276;2.820.489;1.629.967
2010;2;LMA;Commercial;5.305;177;528;644;1.181;403;2.497.830;1.235.979;551.609;3.354.662;1.931.741
2010;2;SYL;Commercial;732;30;68;99;76;31;347.740;189.473;71.275;236.567;102.233
2010;2;MYL;Commercial;498;19;56;109;68;19;257.712;163.560;65.866;222.527;80.482
2010;2;MYH;Commercial;1.278;43;131;63;150;28;746.082;604.128;69.575;514.096;134.145
2010;2;LML;Commercial;5.238;46;452;1.643;593;172;639.150;837.956;1.307.885;1.038.927;833.287
2010;2;MSA;Commercial;4.176;71;461;669;770;182;1.371.557;1.372.104;737.865;2.444.063;711.422
2010;2;LYA;Commercial;1.194;39;134;203;185;56;766.520;390.418;181.988;646.917;376.979
2010;2;MMA;Commercial;5.674;183;642;1.310;941;229;2.370.649;1.960.879;1.658.054;3.235.897;2.222.382
2010;2;LYH;Commercial;794;29;95;122;126;36;428.567;299.004;120.730;396.221;264.862
2010;2;SSA;Commercial;1.301;45;156;120;342;120;813.363;299.101;92.482;1.067.469;655.072
2010;2;MML;Commercial;4.647;126;495;1.488;526;186;1.732.234;1.474.990;725.811;1.768.584;326.868
2010;2;LMH;Commercial;4.723;84;621;1.118;911;205;2.882.790;2.081.594;799.659;2.856.772;1.663.647
2010;2;SSL;Commercial;2.375;92;245;789;310;86;1.004.899;694.942;636.355;1.030.570;189.648
2010;2;SSH;Commercial;1.971;66;284;578;360;62;873.074;1.076.982;985.954;1.456.777;227.527
2010;2;MMH;Commercial;4.007;178;575;700;843;194;2.003.248;1.597.422;691.045;2.247.058;545.146
2010;2;SYA;Commercial;1.184;55;180;317;344;62;745.992;707.144;266.681;1.058.744;324.716
2010;2;LSH;Commercial;1.800;88;350;463;402;119;1.370.772;1.082.399;522.621;1.301.936;689.865
2010;2;SYH;Commercial;941;47;174;132;274;6;533.761;416.213;180.715;692.932;34.304
2010;2;MSH;Commercial;4.620;256;807;1.077;878;101;3.234.644;2.245.534;927.326;2.771.777;509.948
2010;2;SMH;Commercial;2.058;90;346;695;491;88;1.069.096;1.101.731;445.623;1.591.064;219.967
2010;3;SML;Commercial;4.947;33;656;751;983;130;535.968;1.022.180;1.887.736;1.530.477;400.557
2010;3;LSL;Commercial;713;4;63;355;92;12;77.931;184.561;930.211;248.242;67.591
2010;3;MYA;Commercial;778;16;109;267;282;17;199.230;359.228;345.887;807.911;90.350
2010;3;SMA;Commercial;5.291;32;556;1.246;950;271;646.637;2.057.266;1.905.178;2.816.938;1.577.464
2010;3;MSL;Commercial;2.319;24;207;976;298;57;554.586;617.235;4.005.339;902.840;172.920
2010;3;LYL;Commercial;847;19;88;295;127;30;383.240;264.738;637.306;429.368;161.875
2010;3;LSA;Commercial;5.859;91;768;900;1.110;191;2.539.169;1.975.627;2.218.813;2.745.913;1.596.621
2010;3;LMA;Commercial;5.478;182;550;1.672;1.002;107;3.079.535;1.256.247;2.633.645;2.784.315;611.534
2010;3;SYL;Commercial;752;27;79;232;99;34;332.475;218.160;380.282;268.774;138.523
2010;3;MYL;Commercial;513;19;62;218;81;16;274.286;179.999;240.259;229.371;73.327
2010;3;MYH;Commercial;1.322;41;161;488;275;29;936.231;683.248;736.064;796.275;171.519
2010;3;LML;Commercial;5.414;43;500;3.124;667;173;728.664;959.806;6.091.294;1.301.578;876.843
2010;3;MSA;Commercial;4.303;64;522;1.424;853;159;1.398.609;1.599.519;2.778.032;2.343.770;672.673
